index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,5.83724,1.94575,4008.699,104.18,-5059.051,35021.565,-13820.427,21781.089
1,20.0,6.10561,2.0352,4132.337,159.216,-5032.237,35238.836,-23214.216,24648.005
2,40.0,6.09996,2.03332,4093.392,87.338,-4976.811,35207.297,-23618.575,11068.758
3,60.0,6.14337,2.04779,4220.929,101.685,-4983.957,38219.143,-27559.912,14375.17
4,80.0,6.16231,2.0541,3866.476,52.118,-5053.551,42099.783,-19802.009,18754.369
5,100.0,5.89363,1.96454,4104.098,63.356,-5035.268,43927.241,-13659.751,19011.014
6,120.0,6.04591,2.0153,4094.608,35.085,-5113.214,35609.655,6132.92,22920.172
7,140.0,6.13486,2.04495,4218.957,51.877,-5097.644,38672.666,-8067.607,21283.673
8,160.0,6.16443,2.05481,3905.856,47.482,-5068.431,43106.615,-12117.788,15899.225
9,180.0,5.97274,1.99091,3758.825,50.081,-5098.799,44688.878,-8326.364,24677.685
10,200.0,6.28342,2.09447,3623.741,62.537,-5041.403,42814.368,-15267.8,19148.77
11,220.0,6.22197,2.07399,3533.837,28.552,-5010.563,43046.22,-17569.92,13825.893
12,240.0,6.32033,2.10678,3197.216,-52.809,-4998.73,42283.085,-17616.038,7988.556
13,260.0,5.89269,1.96423,3548.097,-27.326,-4977.814,44878.59,-17293.49,5574.016
14,280.0,6.11977,2.03992,4185.804,25.097,-5021.603,44067.0,-17213.604,11140.034
15,300.0,6.3264,2.1088,3491.925,34.435,-4992.748,42429.289,-21366.611,9071.928
16,320.0,6.26572,2.08857,3899.169,-31.25,-5007.301,43091.409,-25601.579,10260.68
17,340.0,6.35651,2.11884,3160.783,-50.163,-4991.526,42335.313,-13678.916,-2868.978
18,360.0,6.07691,2.02564,3445.528,-59.612,-5003.686,43938.696,-10615.016,5858.703
19,380.0,5.92631,1.97544,3609.415,53.422,-4977.031,44386.127,-27786.1,9514.279
20,400.0,5.9029,1.96763,4171.256,112.786,-5035.762,37620.305,-25339.951,23913.894
21,420.0,6.03148,2.01049,4263.906,142.404,-5019.305,41741.931,-31968.266,26920.102
22,440.0,6.29281,2.0976,4448.357,134.976,-5022.98,42376.759,-26368.896,22886.337
23,460.0,6.63978,2.21326,3292.156,73.434,-5023.607,41253.065,-31561.141,21383.026
24,480.0,6.10713,2.03571,3356.731,77.636,-4992.471,43840.722,-29387.669,17704.858
25,500.0,6.16505,2.05502,3699.693,43.612,-5025.41,43510.335,-18559.591,20531.102
26,520.0,6.26297,2.08766,3477.861,93.262,-4966.829,42713.675,-34463.81,16073.81
27,540.0,6.28443,2.09481,3191.472,-29.199,-4979.104,42532.926,-22171.096,8516.642
28,560.0,6.23831,2.07944,3094.948,-30.617,-5017.621,42812.49,-11490.321,18877.974
29,580.0,5.79233,1.94043,3486.105,31.592,-5030.31,44864.229,-10788.769,15620.99
