index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,6.18016,2.06005,3365.795,35.198,-5048.805,43431.144,-9296.683,15521.205
1,20.0,5.90259,1.96753,3827.221,56.367,-5086.036,44924.958,-5526.991,26287.405
2,40.0,6.40997,2.13666,3297.968,-64.562,-5111.706,41839.183,8522.554,29960.854
3,60.0,6.27503,2.09168,2959.464,-25.778,-5081.172,42723.353,-18528.62,35712.541
4,80.0,6.30635,2.10212,2947.247,77.098,-5085.292,42424.807,-23486.196,37937.951
5,100.0,6.08261,2.02754,3050.686,68.994,-5037.963,44037.989,-23863.307,29704.73
6,120.0,6.37035,2.12345,2956.032,-38.835,-5008.507,42134.676,-17669.002,11242.968
7,140.0,5.90525,1.96842,3186.805,27.625,-5018.072,44871.589,-15788.003,17405.652
8,160.0,5.84179,1.94726,3528.239,80.03,-5039.528,44999.589,-20379.123,23281.921
9,180.0,6.23346,2.07782,3776.684,67.679,-5022.524,43606.26,-18657.217,20063.043
10,200.0,6.27205,2.09068,3094.134,-99.826,-5046.562,42774.588,-5668.065,12477.468
11,220.0,6.26743,2.08914,3293.34,-128.969,-5036.415,42980.842,-2560.633,9078.7
12,240.0,6.17845,2.05948,2918.977,-130.688,-4988.143,43634.502,-8092.272,-7067.304
13,260.0,6.15128,2.05043,3337.608,-81.734,-4947.217,43801.55,-26046.658,-14284.462
14,280.0,5.96454,1.98818,3494.614,-43.396,-4976.862,44772.327,-24914.487,3696.575
15,300.0,6.0783,2.0261,3692.54,56.578,-5023.38,44080.511,-23700.501,14732.241
16,320.0,6.33714,2.11238,3875.763,78.403,-4989.203,42880.608,-32787.669,12349.062
17,340.0,6.59099,2.197,2899.674,51.037,-4958.131,40893.897,-34868.636,-3313.233
18,360.0,6.27226,2.09075,2573.327,-70.944,-4997.374,42965.711,-19550.367,9002.27
19,380.0,6.27268,2.09089,2807.019,-68.635,-5061.177,42802.577,-17153.522,18159.868
20,400.0,6.22992,2.07664,2531.576,-146.56,-5016.959,43088.7,4059.826,12395.614
21,420.0,6.0613,2.02043,2630.225,-98.48,-5066.329,44168.993,-11912.59,15348.365
22,440.0,5.83388,1.94463,3325.08,-32.296,-5077.101,45047.467,-14149.65,20107.461
23,460.0,6.46128,2.15376,3060.316,-44.486,-5041.661,41603.297,-19068.764,19017.875
24,480.0,6.07763,2.02588,2866.784,23.803,-5061.877,44240.646,-18328.816,16185.641
25,500.0,6.21384,2.07128,3116.62,62.559,-4986.952,43441.331,-26975.165,8826.358
26,520.0,6.23667,2.07889,3000.33,54.928,-4965.413,43058.228,-26954.158,4363.093
27,540.0,6.0706,2.02353,3098.047,-105.573,-5042.722,44113.781,-8137.154,7346.427
28,560.0,6.17109,2.05703,3086.358,-51.901,-5064.415,43330.29,-11370.862,26109.076
29,580.0,6.07396,2.03478,3236.715,-38.897,-5061.421,43992.39,-9572.768,20353.513
