index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,3.49629,1.16543,1447.196,-8.912,-4988.785,5636.578,-21315.253,10472.907
1,20.0,3.4935,1.1645,1443.285,6.447,-4985.982,5771.579,-20768.089,8924.176
2,40.0,3.49907,1.16636,1478.462,6.019,-4971.965,5847.593,-23268.193,3418.275
3,60.0,3.49708,1.16569,1478.603,-12.449,-4976.753,6431.7,-20829.13,4692.518
4,80.0,3.49135,1.16378,1468.905,-12.274,-4978.238,5954.788,-21877.489,6174.738
5,100.0,3.49315,1.16438,1456.328,-11.511,-4974.121,5815.239,-21526.037,3263.976
6,120.0,3.48881,1.16294,1426.781,6.021,-4975.176,5119.669,-24279.032,2691.808
7,140.0,3.48961,1.1632,1382.385,6.288,-4972.531,4431.798,-26132.187,4280.707
8,160.0,3.49305,1.16435,1343.625,6.204,-4975.244,4032.769,-26346.892,4200.705
9,180.0,3.48731,1.16244,1324.192,11.94,-4966.743,3345.432,-30789.838,2380.368
10,200.0,3.48957,1.16319,1273.5,12.221,-4966.762,2230.728,-29944.057,1441.55
11,220.0,3.49684,1.16561,1272.17,-8.542,-4977.792,2363.305,-26795.966,4919.049
12,240.0,3.50275,1.16758,1336.94,-15.879,-4981.243,3467.393,-23585.936,5797.545
13,260.0,3.486,1.162,1274.772,-10.571,-4977.041,2736.666,-24711.599,5046.829
14,280.0,3.48903,1.16301,1179.995,-6.349,-4971.706,1728.46,-26551.971,3056.721
15,300.0,3.49213,1.16404,1153.936,-5.072,-4972.681,1306.291,-25874.795,1340.915
16,320.0,3.4959,1.1653,1169.619,-11.854,-4970.793,1157.175,-24590.02,1800.971
17,340.0,3.4956,1.1652,1185.733,-17.413,-4969.522,1318.132,-23642.734,1183.444
18,360.0,3.49476,1.16492,1205.226,-8.577,-4969.762,1496.684,-27543.736,-948.836
19,380.0,3.49576,1.16525,1186.89,-9.384,-4965.418,1390.839,-27098.767,-2390.591
20,400.0,3.49921,1.1664,1189.805,-6.195,-4965.904,1663.31,-26768.91,-1348.811
21,420.0,3.50298,1.16766,1280.178,-12.176,-4973.132,2919.723,-25061.355,581.741
22,440.0,3.49865,1.16622,1334.444,-7.86,-4969.52,3385.973,-26406.425,1422.802
23,460.0,3.49367,1.16456,1322.803,-9.882,-4971.21,3144.843,-27169.789,1656.166
24,480.0,3.50239,1.16746,1357.15,5.959,-4967.41,4040.041,-27428.222,2011.61
25,500.0,3.50434,1.16811,1422.359,-10.293,-4961.313,5202.065,-25747.56,-1503.606
26,520.0,3.49495,1.16498,1420.605,5.664,-4959.49,5338.914,-26174.284,-1288.957
27,540.0,3.49537,1.16512,1434.619,-11.975,-4965.59,5421.695,-26888.061,2638.838
28,560.0,3.49664,1.16555,1428.983,-14.658,-4977.307,5460.176,-24073.389,5314.325
29,580.0,3.49553,1.171,1440.598,-11.632,-4986.827,5885.029,-22383.7,8573.154
