index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,0.19056,0.06352,367.315,661.402,-4466.612,16.977,-20588.861,-9684.242
1,20.0,0.22579,0.07526,399.482,509.081,-4390.548,-15.069,-24740.732,-3754.42
2,40.0,0.27567,0.09189,396.209,562.74,-4263.087,15.552,-28431.377,-5509.131
3,60.0,0.40531,0.1351,410.922,234.058,-4261.452,-18.048,-25054.141,-12463.632
4,80.0,0.21568,0.07189,459.382,199.334,-4289.486,14.568,-20519.414,-8474.43
5,100.0,0.16457,0.05486,386.931,354.018,-4081.592,18.234,-18392.501,2805.589
6,120.0,0.27708,0.09236,415.183,192.644,-4056.077,-15.378,-24145.744,3047.047
7,140.0,0.1841,0.06137,353.691,-196.458,-4034.413,16.459,-27167.193,2875.647
8,160.0,0.26288,0.08763,440.539,-138.633,-4399.287,13.709,-24409.071,-8110.063
9,180.0,0.27246,0.09082,459.169,-37.535,-4412.858,-12.151,-20461.316,-5039.745
10,200.0,0.25357,0.08452,375.754,-227.342,-4222.996,-14.823,-21463.754,6510.669
11,220.0,0.36601,0.122,331.416,-651.748,-4025.889,-13.278,-24969.92,6353.962
12,240.0,0.41804,0.13935,391.521,-654.428,-4315.423,16.494,-21723.524,-7815.772
13,260.0,0.43464,0.14488,361.229,-469.195,-3967.395,19.884,-21557.633,9544.166
14,280.0,0.40738,0.13579,394.532,-756.492,-4499.348,-13.51,-27563.123,-4647.4
15,300.0,0.45995,0.15332,430.498,-350.379,-4343.848,-18.783,-22164.663,5972.944
16,320.0,0.19772,0.06591,396.745,-427.296,-4213.52,15.329,-29389.119,8112.217
17,340.0,0.4385,0.14617,402.683,-674.161,-4540.401,14.933,-28393.025,-2648.43
18,360.0,0.47625,0.15875,359.245,-413.85,-4365.818,-12.115,-23452.924,6395.058
19,380.0,0.35379,0.11793,424.428,-429.905,-4501.537,12.548,-28847.059,-4123.522
20,400.0,0.32609,0.1087,417.85,-72.616,-4297.587,-13.851,-22030.04,2755.073
21,420.0,0.24804,0.08268,391.357,-100.53,-4033.946,16.172,-26545.44,5559.464
22,440.0,0.38618,0.12873,415.821,-309.992,-4306.91,-18.824,-24786.808,-7520.87
23,460.0,0.15801,0.05267,440.616,202.715,-4379.701,11.314,-20539.088,-6418.764
24,480.0,0.1283,0.04277,407.573,346.142,-4350.207,13.517,-24795.698,4625.43
25,500.0,0.37039,0.12346,402.156,257.031,-4443.561,15.949,-29092.984,-7458.12
26,520.0,0.23233,0.07744,412.149,366.055,-4566.27,-12.579,-24285.935,-12118.161
27,540.0,0.20901,0.06967,364.998,504.875,-4324.719,13.056,-21336.622,-7915.558
28,560.0,0.20861,0.06954,369.867,520.757,-4216.419,13.462,-26260.044,-4035.347
29,580.0,0.3232,0.10827,385.995,319.961,-4330.502,-12.717,-29786.308,-9283.768
