index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,6.07026,2.02342,2686.05,-71.649,-5027.894,44251.411,-10931.482,10716.975
1,20.0,6.13112,2.04371,2804.366,47.239,-5017.293,43715.634,-19331.308,13177.59
2,40.0,6.25141,2.0838,2748.389,-87.818,-5098.184,42807.235,-10487.531,26731.244
3,60.0,6.34575,2.11525,2505.933,-113.833,-5067.114,42380.639,-10827.289,24391.813
4,80.0,6.12739,2.04246,2817.549,42.017,-5063.988,44186.212,-21263.052,29466.284
5,100.0,6.2167,2.07223,2536.578,-99.648,-5049.249,43430.057,-20562.664,22542.37
6,120.0,6.40701,2.13567,2387.968,-87.508,-4959.949,42021.64,-25740.582,-15864.305
7,140.0,6.22936,2.07645,2409.736,-117.476,-4922.766,43176.688,-21921.044,-23663.332
8,160.0,6.29156,2.09719,2073.878,-266.151,-5062.477,43296.197,17283.977,15879.919
9,180.0,6.04953,2.01651,2349.925,-162.202,-5024.044,44371.444,-5574.154,9167.834
10,200.0,6.13739,2.0458,2426.579,-102.585,-5031.923,43673.133,-20099.066,16408.11
11,220.0,6.09373,2.03124,2469.378,-106.23,-5091.426,43950.083,-16182.735,27072.377
12,240.0,6.23269,2.07756,2545.842,-93.998,-5057.667,43101.026,-22342.591,16136.721
13,260.0,6.35087,2.11696,2531.478,-74.497,-4995.537,42879.241,-24161.662,-6109.453
14,280.0,5.9541,1.9847,2422.536,-112.395,-5041.369,44838.227,-16026.183,12942.503
15,300.0,6.04609,2.01536,2746.854,-122.812,-5108.421,44554.651,-9818.701,28056.708
16,320.0,6.30461,2.10154,2708.511,-184.215,-5060.888,43020.663,14300.032,17001.501
17,340.0,6.35985,2.11995,2150.938,-222.723,-5019.881,42632.863,11644.227,14176.853
18,360.0,6.08154,2.02718,2534.615,-124.028,-5053.534,44116.503,-18905.773,8501.876
19,380.0,6.46083,2.15361,2273.382,-206.217,-5075.201,41901.75,-8727.3,11805.531
20,400.0,6.20373,2.06791,2123.81,-140.218,-5070.725,43402.59,-16865.46,20287.765
21,420.0,5.99282,1.99761,2349.586,-88.158,-4970.079,44715.88,-22369.636,7056.839
22,440.0,6.14772,2.04924,2626.028,-154.563,-5010.227,44180.472,-11172.885,13023.896
23,460.0,6.28292,2.09431,2166.533,-178.686,-4989.119,43397.79,3712.019,10159.07
24,480.0,6.09374,2.03125,2412.261,-162.351,-5001.652,44075.083,5610.596,7157.794
25,500.0,6.15081,2.05027,2524.541,-171.997,-5087.113,43852.265,10447.207,29914.994
26,520.0,6.23155,2.07718,2285.603,-181.406,-5037.721,43330.56,11188.161,18976.763
27,540.0,6.29899,2.09966,2414.343,-157.107,-5028.635,42809.164,10716.705,13402.057
28,560.0,5.98284,1.99428,2404.665,-119.157,-5080.494,44596.731,-5559.239,24020.137
29,580.0,6.14561,2.05878,2671.13,-47.757,-5063.825,43937.946,-15129.411,23048.306
