index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,6.04014,2.01338,4332.677,141.294,-4996.843,42560.465,-25339.459,20605.422
1,20.0,6.15384,2.05128,4325.883,151.421,-4996.305,41341.456,-18825.513,14159.739
2,40.0,6.365,2.12167,4319.219,120.202,-5016.071,42228.198,-13074.525,17068.973
3,60.0,6.35493,2.11831,3664.669,106.473,-5034.577,42198.926,-22847.917,22834.891
4,80.0,5.97343,1.99114,4045.186,69.387,-5021.472,44330.233,-18415.08,19473.95
5,100.0,5.97355,1.99118,4086.926,75.479,-5027.813,37262.404,-15180.097,15212.155
6,120.0,5.82971,1.94324,3723.416,60.26,-5041.94,32135.206,-14787.811,15346.055
7,140.0,5.0151,1.6717,2780.336,13.838,-5011.63,24159.203,-18229.741,8212.363
8,160.0,4.50277,1.50092,2447.641,-20.647,-4979.173,18910.62,-23256.98,4092.22
9,180.0,4.92021,1.64007,3097.742,34.428,-4967.723,22775.787,-29916.695,7441.407
10,200.0,5.31478,1.77159,3318.614,20.648,-4966.597,26170.872,-27484.35,8266.768
11,220.0,5.53597,1.84532,3544.319,-43.075,-4990.116,28522.643,-19765.588,6988.963
12,240.0,5.5516,1.85053,3436.237,-28.974,-4964.766,28905.894,-21860.463,4856.327
13,260.0,5.48455,1.82818,3533.361,-17.038,-4961.228,28012.651,-22647.458,7689.379
14,280.0,5.82343,1.94114,3906.544,62.33,-4985.248,31494.52,-28239.467,15818.444
15,300.0,5.8738,1.95793,3885.815,42.598,-5001.433,32126.389,-21411.617,17593.319
16,320.0,5.38785,1.79595,3237.535,34.403,-5041.504,27568.081,-19256.017,17322.011
17,340.0,5.18036,1.72679,3212.641,13.276,-5028.74,24960.286,-16667.823,13136.971
18,360.0,5.57656,1.85885,3622.867,50.197,-5033.7,28959.226,-18049.057,13889.095
19,380.0,5.80323,1.93441,3829.326,100.844,-4970.035,31277.589,-26148.288,12002.954
20,400.0,6.06284,2.02095,4170.434,88.61,-4989.849,34519.734,-25692.719,15223.191
21,420.0,6.16913,2.05638,4293.971,82.402,-4974.349,36337.856,-23893.105,12000.947
22,440.0,6.2172,2.0724,4392.89,120.659,-4987.308,41655.346,-24236.545,15288.147
23,460.0,6.15546,2.05182,4300.188,84.735,-5029.95,37068.246,-11261.366,13374.594
24,480.0,5.93394,1.97798,3844.434,111.144,-5039.777,33469.753,-16469.535,17692.178
25,500.0,5.41338,1.80446,3306.468,71.641,-5042.08,27430.774,-15339.749,15985.275
26,520.0,5.53734,1.84578,3611.405,90.656,-5065.501,28592.568,-12130.042,25487.252
27,540.0,5.94608,1.98203,3997.603,169.582,-5100.821,32879.229,-12315.101,39995.098
28,560.0,6.17125,2.05708,4330.47,170.99,-5064.568,37900.964,-23235.577,33020.338
29,580.0,6.23339,2.08819,4101.948,130.871,-4998.841,42660.029,-29387.503,21984.681
