index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,3.57668,1.19223,1782.215,-10.791,-4997.6,11847.252,-21247.343,11066.094
1,20.0,3.555,1.185,1727.4,-17.67,-4997.209,11597.18,-19824.483,11808.436
2,40.0,3.49746,1.16582,1631.269,14.39,-4997.959,9721.673,-24172.956,10020.62
3,60.0,3.55683,1.18561,1778.62,19.053,-4992.085,11701.547,-25277.305,10509.197
4,80.0,3.69407,1.23136,1877.964,-7.765,-4985.395,12657.859,-22090.385,8282.764
5,100.0,3.79749,1.26583,1924.683,-21.46,-4978.26,13373.97,-19806.492,6188.697
6,120.0,3.80263,1.26754,1880.774,-25.981,-4965.377,13495.502,-22417.42,2063.188
7,140.0,3.63723,1.21241,1769.625,-15.15,-4982.432,12299.812,-23380.375,5638.877
8,160.0,3.54598,1.18199,1670.148,-28.004,-4990.993,11497.004,-21092.044,9771.214
9,180.0,3.48378,1.16126,1568.911,-17.069,-4992.084,8750.363,-23356.695,10946.051
10,200.0,3.50344,1.16781,1616.114,-19.47,-4968.151,9289.392,-24253.509,4089.296
11,220.0,3.50266,1.16755,1665.177,-22.67,-4956.305,10579.412,-24834.998,-3568.384
12,240.0,3.55263,1.18421,1765.81,-11.891,-4970.31,11672.059,-26426.114,1296.915
13,260.0,3.58856,1.19619,1739.856,-14.068,-4970.329,11939.248,-25698.865,1616.682
14,280.0,3.52028,1.17343,1714.486,9.543,-4970.355,11404.143,-26558.21,3275.278
15,300.0,3.76358,1.25453,1993.696,15.736,-4988.648,13215.281,-27012.409,8437.641
16,320.0,4.02228,1.34076,2121.537,-10.724,-4999.355,15004.02,-24858.529,9529.372
17,340.0,4.14672,1.38224,2269.394,-23.22,-4968.725,15982.171,-23570.313,2101.665
18,360.0,4.49501,1.49834,2545.444,-25.726,-4970.675,18812.054,-20115.284,1371.122
19,380.0,4.5869,1.52897,2550.514,-27.693,-4994.685,19571.542,-14211.13,3277.064
20,400.0,4.34042,1.44681,2261.001,-37.194,-5000.329,17684.636,-11385.752,7089.12
21,420.0,4.03201,1.344,1995.788,-27.393,-4996.736,15354.086,-16492.167,8169.085
22,440.0,3.60489,1.20163,1627.542,-23.071,-4995.467,11606.688,-18732.155,4768.76
23,460.0,3.47839,1.15946,1483.06,-21.96,-4980.865,6798.53,-18367.465,4018.001
24,480.0,3.48524,1.16175,1382.519,-10.489,-4984.662,4927.375,-22265.485,5297.229
25,500.0,3.51179,1.1706,1516.945,-7.886,-4979.837,6969.419,-24160.776,4704.479
26,520.0,3.53166,1.17722,1660.623,-6.818,-4976.531,10413.233,-23643.79,4294.915
27,540.0,3.52346,1.17449,1669.371,-10.233,-4979.236,11315.913,-23263.994,4903.854
28,560.0,3.49226,1.16409,1620.91,11.549,-4978.983,9707.904,-26250.871,6108.424
29,580.0,3.52761,1.18175,1704.456,13.442,-4998.179,11305.759,-24391.933,11088.351
