index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,0.28614,0.09538,420.493,487.696,-4464.752,-26.099,-26997.163,-11721.343
1,20.0,0.12132,0.04044,434.807,534.526,-4300.882,26.797,-22481.251,-10746.971
2,40.0,0.2247,0.0749,349.486,573.369,-4224.361,-23.061,-27958.481,5605.219
3,60.0,0.30783,0.10261,393.1,458.669,-4254.484,-20.69,-31116.201,-12583.502
4,80.0,0.20839,0.06946,430.892,561.486,-4281.653,21.503,-26274.952,-19935.503
5,100.0,0.28071,0.09357,448.562,393.603,-4327.583,26.574,-23891.664,-17068.849
6,120.0,0.19725,0.06575,420.278,407.754,-4225.156,-20.121,-25424.456,7975.36
7,140.0,0.22638,0.07546,400.213,97.566,-4220.702,21.026,-25371.419,7578.881
8,160.0,0.25927,0.08642,400.606,-410.02,-4187.364,-20.886,-26498.524,6272.496
9,180.0,0.29103,0.09701,464.352,-287.534,-4469.483,19.406,-25884.509,-8048.423
10,200.0,0.19254,0.06418,484.666,-257.92,-4624.795,22.064,-24288.573,-4466.466
11,220.0,0.31267,0.10422,410.215,-166.96,-4194.274,20.808,-23459.298,6131.29
12,240.0,0.3361,0.11203,448.545,-366.028,-4451.537,-21.004,-27387.537,-5462.103
13,260.0,0.30853,0.10284,444.566,-345.303,-4576.325,22.699,-25227.855,-6024.124
14,280.0,0.51043,0.17014,399.186,-445.149,-4183.796,-20.815,-24419.396,7507.69
15,300.0,0.4425,0.1475,409.174,-866.777,-4457.535,23.822,-30031.382,8938.434
16,320.0,0.46467,0.15489,436.849,-334.502,-4130.961,-26.73,-27545.559,7628.527
17,340.0,0.43793,0.14598,435.705,-640.106,-4506.248,21.755,-33417.216,11097.364
18,360.0,0.40576,0.13525,478.711,-425.21,-4415.918,26.872,-39678.865,-10645.444
19,380.0,0.48212,0.16071,425.405,-400.812,-4300.355,26.097,-43572.714,-20125.707
20,400.0,0.33749,0.1125,577.232,-208.404,-4601.168,-23.406,-49832.126,-13137.29
21,420.0,0.26515,0.08838,502.903,-118.845,-4340.944,-21.573,-48126.957,11106.366
22,440.0,0.25107,0.08369,483.737,128.17,-4325.362,26.172,-42564.337,-14359.583
23,460.0,0.23741,0.07914,485.329,-154.209,-4436.3,-25.753,-29514.498,-17666.296
24,480.0,0.22027,0.07342,401.269,461.979,-4224.669,25.46,-27271.797,-9682.72
25,500.0,0.15418,0.05139,416.051,272.748,-4296.446,-22.872,-31561.298,9976.836
26,520.0,0.14348,0.04783,421.263,389.727,-4358.649,18.271,-30989.193,-12806.379
27,540.0,0.23016,0.07672,420.546,89.037,-4220.968,24.125,-29233.774,-11637.495
28,560.0,0.22883,0.07628,432.028,339.394,-4195.18,20.18,-22102.297,-12585.25
29,580.0,0.27809,0.09316,386.618,475.378,-4184.209,22.768,-23600.607,-6750.913
