index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,3.9878,1.32927,2074.611,23.075,-4993.265,14754.608,-24340.734,9511.029
1,20.0,3.9559,1.31863,1992.744,-11.715,-4985.791,14569.764,-23783.708,5661.865
2,40.0,3.72067,1.24022,1775.184,-20.525,-4990.0,13031.325,-24036.96,6799.467
3,60.0,3.55979,1.1866,1750.057,-23.799,-5000.879,11730.184,-21467.003,11688.228
4,80.0,3.89219,1.2974,2069.742,-32.679,-5014.873,14147.1,-15512.301,14875.111
5,100.0,4.06106,1.35369,2103.81,-26.365,-5008.231,15337.472,-18504.81,12485.952
6,120.0,3.90481,1.3016,1963.354,-10.095,-4977.394,14259.428,-24895.396,6868.934
7,140.0,3.69717,1.23239,1809.252,11.919,-4971.747,12777.409,-28716.46,5447.908
8,160.0,3.58091,1.19364,1723.97,-16.626,-4978.958,11909.931,-25040.601,7210.098
9,180.0,3.48918,1.16306,1576.984,-9.069,-4987.53,9340.344,-24171.794,8698.052
10,200.0,3.52738,1.17579,1696.202,26.624,-5000.029,11089.585,-28794.453,11304.232
11,220.0,3.57138,1.19046,1734.363,16.148,-4994.361,11813.414,-25341.782,10339.729
12,240.0,3.58714,1.19571,1737.232,16.629,-5000.161,11926.654,-24398.658,12038.024
13,260.0,3.49334,1.16445,1594.614,-15.754,-4988.869,9677.536,-21566.312,9566.079
14,280.0,3.49945,1.16648,1597.848,9.118,-4978.018,9228.854,-24133.622,4232.156
15,300.0,3.49259,1.1642,1606.592,-10.563,-4985.049,9374.943,-22970.759,5291.904
16,320.0,3.49525,1.16508,1598.659,-22.344,-4973.445,9139.147,-22361.617,1695.554
17,340.0,3.51152,1.17051,1673.095,-19.902,-4967.617,10353.215,-22725.307,1711.182
18,360.0,3.59037,1.19679,1793.922,-38.978,-4969.846,11924.434,-20900.745,1788.812
19,380.0,3.61498,1.20499,1774.965,-21.195,-4969.452,12157.721,-23865.08,1585.807
20,400.0,3.54514,1.18171,1703.848,-29.314,-4984.261,11615.448,-19987.332,4831.406
21,420.0,3.48147,1.16049,1600.98,-31.47,-4982.328,9213.347,-19881.032,4976.658
22,440.0,3.5243,1.17477,1678.984,-28.074,-4995.258,10920.754,-19180.276,8468.837
23,460.0,3.6189,1.2063,1834.847,-23.95,-4978.123,12182.743,-21080.025,4443.817
24,480.0,3.87162,1.29054,2011.892,-20.089,-4987.675,13925.951,-20376.39,6810.203
25,500.0,4.0727,1.35757,2156.583,14.761,-4991.224,15406.159,-20284.79,4710.293
26,520.0,4.03969,1.34656,2041.568,-30.81,-4982.184,15307.009,-15855.685,-1513.294
27,540.0,3.73032,1.24344,1800.339,-12.769,-4971.746,13070.635,-21752.091,-1618.894
28,560.0,3.61242,1.20414,1755.218,-11.072,-4982.58,12098.301,-21973.57,3727.544
29,580.0,3.72287,1.24716,1942.973,-10.896,-4986.788,12918.564,-22238.545,5798.868
