index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,5.90721,49.227,3968.424,84.82,-5036.999,32158.485,-19068.014,17236.343
1,6.3787,53.156,4443.398,53.181,-5004.856,36520.239,-19984.894,13318.586
2,6.71625,55.969,4297.11,127.882,-5019.102,39743.374,-19445.418,27212.517
3,6.92352,57.696,4910.76,200.926,-4977.93,38061.03,-25280.39,27781.382
4,7.20033,60.003,2812.792,33.519,-4959.638,31261.557,-17622.831,9888.984
5,5.74691,47.891,1080.966,-68.837,-4928.894,19534.995,-11942.522,-4339.52
6,3.9693,33.078,194.621,-49.415,-4936.605,4019.659,-21440.355,-3162.399
7,1.56625,13.052,334.529,24.912,-4925.018,-28.264,-30576.819,-5099.909
8,0.39165,3.264,463.877,15.788,-4860.82,-11.701,-29145.112,-1898.188
9,0.12362,1.03,462.761,-52.856,-4839.644,2.421,-28908.573,571.396
10,0.08988,0.749,475.921,-19.755,-4894.454,-1.898,-28605.422,-699.589
11,0.12973,1.081,472.918,-34.612,-4912.096,2.084,-28736.307,-534.468
12,0.17014,1.418,476.215,-36.684,-4934.944,-0.996,-28421.552,-327.104
13,0.1088,0.907,470.18,-22.652,-4920.929,-1.241,-27874.097,-404.943
14,0.08053,0.674,469.599,-12.068,-4923.644,-0.717,-27915.229,-231.57
