index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,3.49878,44084.628,1251.428,-4.332,-4963.587,2435.989,-26562.771,-3338.455
1,3.50002,44100.126,1307.383,-3.553,-4957.183,3296.442,-27809.799,-3866.11
2,3.50083,44110.332,1364.635,-5.2,-4965.04,3928.937,-27337.188,823.12
3,3.4966,44057.034,1379.81,9.702,-4969.049,4119.466,-28677.198,4917.274
4,3.49844,44080.47,1402.92,17.269,-4971.4,4480.127,-30834.96,4617.616
5,3.49944,44092.944,1433.744,16.821,-4967.951,5129.022,-30668.925,4149.725
6,3.49849,44080.848,1451.543,10.009,-4962.52,5641.108,-26509.692,3183.019
7,3.49607,44050.608,1451.344,-6.548,-4973.12,5682.4,-24849.468,5884.947
8,3.50153,44119.404,1484.594,-8.55,-4982.167,6647.991,-25438.027,8651.731
9,3.49964,44095.59,1485.887,-6.126,-4984.576,6812.435,-24684.117,7780.139
10,3.50444,44156.07,1568.864,-24.905,-4977.719,8297.912,-20719.331,4343.831
11,3.47582,43795.458,1467.549,-28.921,-4964.977,6978.127,-19908.609,-819.323
12,3.47237,43751.988,1292.32,-19.015,-4961.619,3387.436,-21887.752,-3004.979
13,3.48381,43896.006,1219.638,-14.52,-4964.942,2004.515,-24564.442,-2236.825
14,3.50228,44128.854,1254.784,4.865,-4968.649,2243.11,-28072.544,-1223.225
15,3.4996,44094.834,1302.151,15.295,-4963.408,3114.894,-30807.274,-1015.95
16,3.49405,44024.904,1300.812,14.479,-4968.582,3113.733,-30147.215,1870.47
17,3.49499,44037.0,1298.385,5.062,-4970.153,2825.271,-27750.796,1086.439
18,3.49809,44075.934,1327.556,-8.618,-4967.202,3402.007,-25433.368,2094.755
19,3.49747,44067.996,1335.044,-15.183,-4978.018,3642.927,-22118.073,4915.563
20,3.48778,43945.902,1296.358,-14.489,-4979.192,3127.623,-25080.985,5493.181
21,3.48921,43964.046,1212.946,-12.861,-4974.737,1965.765,-24893.862,4942.44
22,3.5009,44111.466,1271.345,-17.066,-4979.195,2661.668,-23329.318,7415.869
23,3.49163,43994.664,1249.227,-15.481,-4984.354,2639.087,-21209.516,10225.714
24,3.49376,44021.502,1240.848,4.468,-4981.008,2203.514,-24120.807,9610.895
25,3.496,44049.474,1280.243,6.026,-4975.864,2402.753,-24404.193,5396.236
26,3.49509,44038.134,1259.756,-7.752,-4972.355,2375.683,-22377.333,4006.771
27,3.50115,44114.49,1293.4,-9.399,-4977.883,2848.303,-20411.113,4123.538
28,3.49502,44037.378,1301.171,-6.297,-4970.561,3238.883,-24552.498,1829.717
29,3.48934,44185.554,1233.928,3.279,-4967.84,2471.759,-25035.56,-1461.439
